         11663802 function calls (11653632 primitive calls) in 8.212 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 main.py:55(TestProgram)
        1    0.000    0.000    0.000    0.000 main.py:558(RefleakTestRunner)
        1    0.000    0.000    0.000    0.000 main.py:562(ParallelTestResult)
        1    0.000    0.000    0.000    0.000 main.py:581(_MinimalResult)
        1    0.000    0.000    0.000    0.000 main.py:610(_FakeStringIO)
        1    0.000    0.000    0.000    0.000 main.py:622(_MinimalRunner)
        1    0.000    0.000    0.000    0.000 main.py:699(ParallelTestRunner)
        1    0.000    0.000    0.000    0.000 main.py:88(TestLister)
        1    0.000    0.000    0.000    0.000 manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 manager.py:10(__init__)
      105    0.000    0.000    0.000    0.000 manager.py:16(register)
        3    0.000    0.000    0.000    0.000 manager.py:22(lookup)
        3    0.000    0.000    0.000    0.000 manager.py:33(__getitem__)
        1    0.000    0.000    0.000    0.000 manager.py:6(DataModelManager)
        1    0.000    0.000    0.000    0.000 markers.py:267(Marker)
        1    0.000    0.000    0.000    0.000 markers.py:28(InvalidMarker)
        1    0.000    0.000    0.000    0.000 markers.py:34(UndefinedComparison)
        1    0.000    0.000    0.001    0.001 markers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:40(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 markers.py:47(Node)
        1    0.000    0.000    0.000    0.000 markers.py:61(Variable)
        1    0.000    0.000    0.000    0.000 markers.py:66(Value)
        1    0.000    0.000    0.000    0.000 markers.py:71(Op)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 mergesort.py:1(<module>)
        1    0.000    0.000    0.009    0.009 misc.py:1(<module>)
       13    0.000    0.000    0.000    0.000 misc.py:105(__init__)
       33    0.000    0.000    0.000    0.000 misc.py:109(key)
        1    0.000    0.000    0.000    0.000 misc.py:114(Module)
        1    0.000    0.000    0.000    0.000 misc.py:124(MemInfoPointer)
        2    0.000    0.000    0.000    0.000 misc.py:131(__init__)
        4    0.000    0.000    0.000    0.000 misc.py:136(key)
        1    0.000    0.000    0.000    0.000 misc.py:141(CPointer)
        1    0.000    0.000    0.000    0.000 misc.py:157(EphemeralPointer)
        1    0.000    0.000    0.000    0.000 misc.py:165(EphemeralArray)
        1    0.000    0.000    0.000    0.000 misc.py:17(Phantom)
        1    0.000    0.000    0.000    0.000 misc.py:182(Object)
        1    0.000    0.000    0.000    0.000 misc.py:196(Optional)
        1    0.000    0.000    0.000    0.000 misc.py:24(Undefined)
        1    0.000    0.000    0.000    0.000 misc.py:246(NoneType)
        1    0.000    0.000    0.000    0.000 misc.py:260(EllipsisType)
        1    0.000    0.000    0.000    0.000 misc.py:266(ExceptionClass)
        1    0.000    0.000    0.000    0.000 misc.py:290(ExceptionInstance)
        1    0.000    0.000    0.000    0.000 misc.py:307(SliceType)
        2    0.000    0.000    0.000    0.000 misc.py:309(__init__)
        2    0.000    0.000    0.000    0.000 misc.py:315(key)
        1    0.000    0.000    0.000    0.000 misc.py:320(SliceLiteral)
        1    0.000    0.000    0.000    0.000 misc.py:331(ClassInstanceType)
        1    0.000    0.000    0.000    0.000 misc.py:34(RawPointer)
        1    0.000    0.000    0.000    0.000 misc.py:383(ClassType)
        1    0.000    0.000    0.000    0.000 misc.py:40(StringLiteral)
        1    0.000    0.000    0.000    0.000 misc.py:432(DeferredType)
        1    0.000    0.000    0.000    0.000 misc.py:460(ClassDataType)
        2    0.000    0.000    0.000    0.000 misc.py:47(unliteral)
        1    0.000    0.000    0.000    0.000 misc.py:474(ContextManager)
        1    0.000    0.000    0.000    0.000 misc.py:501(UnicodeType)
        1    0.000    0.000    0.000    0.000 misc.py:503(__init__)
        1    0.000    0.000    0.000    0.000 misc.py:511(UnicodeIteratorType)
        1    0.000    0.000    0.000    0.000 misc.py:8(PyObject)
        1    0.000    0.000    0.000    0.000 misc.py:80(Omitted)
        1    0.000    0.000    0.000    0.000 misc.py:98(VarArg)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:204(BaseFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:481(StructType)
        1    0.000    0.000    0.000    0.000 model.py:485(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.001    0.001 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:1011(CharSeq)
        1    0.000    0.000    0.000    0.000 models.py:1043(CContiguousFlatIter)
        1    0.000    0.000    0.000    0.000 models.py:1059(FlatIter)
        1    0.000    0.000    0.000    0.000 models.py:1072(UniTupleIter)
        1    0.000    0.000    0.000    0.000 models.py:1080(SliceModel)
        1    0.000    0.000    0.000    0.000 models.py:1090(NPDatetimeModel)
        1    0.000    0.000    0.000    0.000 models.py:1098(ArrayIterator)
        1    0.000    0.000    0.000    0.000 models.py:11(DataModel)
        1    0.000    0.000    0.000    0.000 models.py:1107(EnumerateType)
        1    0.000    0.000    0.000    0.000 models.py:1116(ZipType)
        1    0.000    0.000    0.000    0.000 models.py:1124(RangeIteratorType)
        1    0.000    0.000    0.000    0.000 models.py:1135(GeneratorModel)
        1    0.000    0.000    0.000    0.000 models.py:1190(ArrayCTypesModel)
        1    0.000    0.000    0.000    0.000 models.py:1199(RangeModel)
        1    0.000    0.000    0.000    0.000 models.py:1211(NdIndexModel)
        1    0.000    0.000    0.000    0.000 models.py:1242(NdIter)
        1    0.000    0.000    0.000    0.000 models.py:1277(DeferredStructModel)
        1    0.000    0.000    0.000    0.000 models.py:1358(StructPayloadModel)
        1    0.000    0.000    0.000    0.000 models.py:1367(StructRefModel)
        1    0.000    0.000    0.000    0.000 models.py:157(OmittedArgDataModel)
        1    0.000    0.000    0.000    0.000 models.py:176(BooleanModel)
        1    0.000    0.000    0.000    0.000 models.py:221(PrimitiveModel)
        3    0.000    0.000    0.000    0.000 models.py:226(__init__)
        3    0.000    0.000    0.000    0.000 models.py:230(get_value_type)
        1    0.000    0.000    0.000    0.000 models.py:252(ProxyModel)
        1    0.000    0.000    0.000    0.000 models.py:288(EnumModel)
        1    0.000    0.000    0.000    0.000 models.py:299(OpaqueModel)
        2    0.000    0.000    0.000    0.000 models.py:332(__init__)
        1    0.000    0.000    0.000    0.000 models.py:337(MemInfoModel)
        3    0.000    0.000    0.000    0.000 models.py:34(__init__)
        1    0.000    0.000    0.000    0.000 models.py:350(IntegerModel)
        1    0.000    0.000    0.000    0.000 models.py:353(__init__)
        1    0.000    0.000    0.000    0.000 models.py:358(FloatModel)
        1    0.000    0.000    0.000    0.000 models.py:370(PointerModel)
        1    0.000    0.000    0.000    0.000 models.py:379(EphemeralPointerModel)
        1    0.000    0.000    0.000    0.000 models.py:396(EphemeralArrayModel)
        1    0.000    0.000    0.000    0.000 models.py:419(ExternalFuncPointerModel)
        1    0.000    0.000    0.000    0.000 models.py:431(UniTupleModel)
        1    0.000    0.000    0.000    0.000 models.py:48(get_argument_type)
        1    0.000    0.000    0.000    0.000 models.py:503(CompositeModel)
        1    0.000    0.000    0.000    0.000 models.py:510(StructModel)
        1    0.000    0.000    0.000    0.000 models.py:53(get_return_type)
        1    0.000    0.000    0.000    0.000 models.py:718(ComplexModel)
        1    0.000    0.000    0.000    0.000 models.py:730(TupleModel)
        1    0.000    0.000    0.000    0.000 models.py:741(UnionModel)
        1    0.000    0.000    0.000    0.000 models.py:753(PairModel)
        1    0.000    0.000    0.000    0.000 models.py:761(ListPayloadModel)
        1    0.000    0.000    0.000    0.000 models.py:778(ListModel)
        1    0.000    0.000    0.000    0.000 models.py:791(ListIterModel)
        1    0.000    0.000    0.000    0.000 models.py:804(SetEntryModel)
        1    0.000    0.000    0.000    0.000 models.py:816(SetPayloadModel)
        1    0.000    0.000    0.000    0.000 models.py:836(SetModel)
        1    0.000    0.000    0.000    0.000 models.py:848(SetIterModel)
        1    0.000    0.000    0.000    0.000 models.py:862(ArrayModel)
        1    0.000    0.000    0.000    0.000 models.py:884(ArrayFlagsModel)
        1    0.000    0.000    0.000    0.000 models.py:893(NestedArrayModel)
        1    0.000    0.000    0.000    0.000 models.py:904(OptionalModel)
        1    0.000    0.000    0.000    0.000 models.py:935(RecordModel)
        1    0.000    0.000    0.000    0.000 models.py:979(UnicodeCharSeq)
        2    0.000    0.000    0.003    0.002 module.py:1(<module>)
        2    0.000    0.000    0.000    0.000 module.py:109(verify)
        4    0.000    0.000    0.001    0.000 module.py:11(parse_assembly)
        3    0.000    0.000    0.000    0.000 module.py:124(name)
        3    0.000    0.000    0.000    0.000 module.py:132(get_global)
       11    0.000    0.000    0.000    0.000 module.py:138(add_global)
        1    0.000    0.000    0.000    0.000 module.py:138(data_layout)
        3    0.000    0.000    0.000    0.000 module.py:145(get_unique_name)
        1    0.000    0.000    0.000    0.000 module.py:160(link_in)
        4    0.000    0.000    0.000    0.000 module.py:169(global_variables)
        4    0.000    0.000    0.000    0.000 module.py:182(functions)
        1    0.000    0.000    0.000    0.000 module.py:204(_Iterator)
        3    0.000    0.000    0.000    0.000 module.py:204(get_identified_types)
        3    0.000    0.000    0.001    0.000 module.py:207(_get_body_lines)
        8    0.000    0.000    0.000    0.000 module.py:208(__init__)
        3    0.000    0.000    0.000    0.000 module.py:209(<listcomp>)
        4    0.000    0.000    0.000    0.000 module.py:21(_fix_metadata_operands)
        3    0.000    0.000    0.001    0.000 module.py:212(<listcomp>)
       49    0.000    0.000    0.001    0.000 module.py:213(__next__)
        3    0.000    0.000    0.000    0.000 module.py:215(_get_metadata_lines)
        8    0.000    0.000    0.000    0.000 module.py:222(__iter__)
        1    0.000    0.000    0.000    0.000 module.py:226(_GlobalsIterator)
        4    0.000    0.000    0.000    0.000 module.py:230(_dispose)
        3    0.000    0.000    0.001    0.000 module.py:233(__repr__)
       13    0.000    0.000    0.000    0.000 module.py:233(_next)
        1    0.000    0.000    0.000    0.000 module.py:237(_FunctionsIterator)
        4    0.000    0.000    0.000    0.000 module.py:241(_dispose)
       36    0.000    0.000    0.000    0.000 module.py:244(_next)
        1    0.000    0.000    0.000    0.000 module.py:248(_TypesIterator)
        4    0.000    0.000    0.000    0.000 module.py:45(add_metadata)
        1    0.000    0.000    0.000    0.000 module.py:47(ModuleRef)
        4    0.000    0.000    0.000    0.000 module.py:52(__init__)
        1    0.000    0.000    0.000    0.000 module.py:56(__str__)
        1    0.000    0.000    0.000    0.000 module.py:6(Module)
        3    0.000    0.000    0.000    0.000 module.py:7(__init__)
        1    0.000    0.000    0.000    0.000 module.py:76(_dispose)
        1    0.000    0.000    0.015    0.015 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npdatetime_helpers.py:1(<module>)
        1    0.000    0.000    0.005    0.005 npydecl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npydecl.py:1014(NdEnumerate)
        1    0.000    0.000    0.000    0.000 npydecl.py:1026(NdIter)
        1    0.000    0.000    0.000    0.000 npydecl.py:1045(NdIndex)
        1    0.000    0.000    0.000    0.000 npydecl.py:1069(Round)
        1    0.000    0.000    0.000    0.000 npydecl.py:1101(Where)
        1    0.000    0.000    0.000    0.000 npydecl.py:1139(Sinc)
        1    0.000    0.000    0.000    0.000 npydecl.py:1153(Angle)
        1    0.000    0.000    0.000    0.000 npydecl.py:1177(DiagCtor)
        1    0.000    0.000    0.000    0.000 npydecl.py:1196(Take)
        1    0.000    0.000    0.000    0.000 npydecl.py:1219(NumbaCArray)
        1    0.000    0.000    0.000    0.000 npydecl.py:1259(NumbaFArray)
        1    0.000    0.000    0.000    0.000 npydecl.py:138(NumpyRulesArrayOperator)
        3    0.000    0.000    0.001    0.000 npydecl.py:164(install_operations)
        1    0.000    0.000    0.000    0.000 npydecl.py:197(NumpyRulesInplaceArrayOperator)
        1    0.000    0.000    0.000    0.000 npydecl.py:229(NumpyRulesUnaryArrayOperator)
        1    0.000    0.000    0.000    0.000 npydecl.py:23(Numpy_rules_ufunc)
       84    0.000    0.000    0.002    0.000 npydecl.py:296(_numpy_ufunc)
       84    0.000    0.000    0.000    0.000 npydecl.py:298(typing_class)
        1    0.000    0.000    0.000    0.000 npydecl.py:310(<listcomp>)
        1    0.000    0.000    0.000    0.000 npydecl.py:315(<listcomp>)
        1    0.000    0.000    0.000    0.000 npydecl.py:316(<listcomp>)
        1    0.000    0.000    0.000    0.000 npydecl.py:338(Numpy_method_redirection)
       14    0.000    0.000    0.000    0.000 npydecl.py:382(_numpy_redirect)
       13    0.000    0.000    0.000    0.000 npydecl.py:398(<genexpr>)
        1    0.000    0.000    0.000    0.000 npydecl.py:407(register_number_classes)
        1    0.000    0.000    0.000    0.000 npydecl.py:483(NpArray)
        1    0.000    0.000    0.000    0.000 npydecl.py:503(NdConstructor)
        1    0.000    0.000    0.000    0.000 npydecl.py:525(NdConstructorLike)
        1    0.000    0.000    0.000    0.000 npydecl.py:557(NdFull)
        1    0.000    0.000    0.000    0.000 npydecl.py:573(NdFullLike)
        1    0.000    0.000    0.000    0.000 npydecl.py:597(NdIdentity)
        1    0.000    0.000    0.000    0.000 npydecl.py:619(NdLinspace)
        1    0.000    0.000    0.000    0.000 npydecl.py:643(NdFromBuffer)
        1    0.000    0.000    0.000    0.000 npydecl.py:662(NdSort)
        1    0.000    0.000    0.000    0.000 npydecl.py:673(AsFortranArray)
        1    0.000    0.000    0.000    0.000 npydecl.py:684(AsContiguousArray)
        1    0.000    0.000    0.000    0.000 npydecl.py:695(NdCopy)
        1    0.000    0.000    0.000    0.000 npydecl.py:707(NdExpandDims)
        1    0.000    0.000    0.000    0.000 npydecl.py:722(BaseAtLeastNdTemplate)
        1    0.000    0.000    0.000    0.000 npydecl.py:737(NdAtLeast1d)
        1    0.000    0.000    0.000    0.000 npydecl.py:744(NdAtLeast2d)
        1    0.000    0.000    0.000    0.000 npydecl.py:751(NdAtLeast3d)
        1    0.000    0.000    0.000    0.000 npydecl.py:793(NdConcatenate)
        1    0.000    0.000    0.000    0.000 npydecl.py:815(NdStack)
        1    0.000    0.000    0.000    0.000 npydecl.py:838(BaseStackTemplate)
        1    0.000    0.000    0.000    0.000 npydecl.py:853(NdStack)
        1    0.000    0.000    0.000    0.000 npydecl.py:858(NdStack)
        1    0.000    0.000    0.000    0.000 npydecl.py:863(NdStack)
        1    0.000    0.000    0.000    0.000 npydecl.py:879(NdColumnStack)
        1    0.000    0.000    0.000    0.000 npydecl.py:899(MatMulTyperMixin)
        1    0.000    0.000    0.000    0.000 npydecl.py:953(Dot)
        1    0.000    0.000    0.000    0.000 npydecl.py:966(VDot)
        1    0.000    0.000    0.000    0.000 npydecl.py:989(MatMul)
        1    0.000    0.000    0.009    0.009 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.000    0.000 npytypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npytypes.py:13(CharSeq)
        1    0.000    0.000    0.000    0.000 npytypes.py:228(DType)
        1    0.000    0.000    0.000    0.000 npytypes.py:256(NumpyFlatType)
        1    0.000    0.000    0.000    0.000 npytypes.py:273(NumpyNdEnumerateType)
        1    0.000    0.000    0.000    0.000 npytypes.py:290(NumpyNdIterType)
        1    0.000    0.000    0.000    0.000 npytypes.py:33(UnicodeCharSeq)
        1    0.000    0.000    0.000    0.000 npytypes.py:396(NumpyNdIndexType)
        1    0.000    0.000    0.000    0.000 npytypes.py:413(Array)
        1    0.000    0.000    0.000    0.000 npytypes.py:418(__init__)
        1    0.000    0.000    0.000    0.000 npytypes.py:453(key)
        1    0.000    0.000    0.000    0.000 npytypes.py:489(ArrayCTypes)
        1    0.000    0.000    0.000    0.000 npytypes.py:523(ArrayFlags)
        1    0.000    0.000    0.000    0.000 npytypes.py:537(NestedArray)
        1    0.000    0.000    0.000    0.000 npytypes.py:62(Record)
        1    0.000    0.000    0.002    0.002 nrt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nrt.py:15(_Runtime)
        1    0.000    0.000    0.000    0.000 nrt.py:16(__init__)
        1    0.000    0.000    0.026    0.026 nrt.py:19(initialize)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:1(<module>)
        2    0.000    0.000    0.000    0.000 nrtdynmod.py:108(_define_atomic_inc_dec)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:135(_define_atomic_cas)
        1    0.000    0.000    0.002    0.002 nrtdynmod.py:162(_define_nrt_unresolved_abort)
        1    0.000    0.000    0.004    0.004 nrtdynmod.py:178(create_nrt_module)
        1    0.000    0.000    0.026    0.026 nrtdynmod.py:202(compile_nrt_functions)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:29(_define_nrt_meminfo_data)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:43(_define_nrt_incref)
        1    0.000    0.000    0.000    0.000 nrtdynmod.py:64(_define_nrt_decref)
        1    0.000    0.000    0.001    0.001 nrtopt.py:1(<module>)
     2405    0.003    0.000    0.004    0.000 ntpath.py:124(splitdrive)
      561    0.002    0.000    0.004    0.000 ntpath.py:180(split)
      428    0.000    0.000    0.002    0.000 ntpath.py:203(splitext)
      214    0.000    0.000    0.002    0.000 ntpath.py:214(basename)
      332    0.000    0.000    0.003    0.000 ntpath.py:221(dirname)
      733    0.000    0.000    0.000    0.000 ntpath.py:34(_get_bothseps)
       78    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
       65    0.000    0.000    0.001    0.000 ntpath.py:450(normpath)
       34    0.000    0.000    0.001    0.000 ntpath.py:524(abspath)
        1    0.000    0.000    0.000    0.000 ntpath.py:537(_readlink_deep)
        1    0.000    0.000    0.000    0.000 ntpath.py:579(_getfinalpathname_nonstrict)
      172    0.000    0.000    0.001    0.000 ntpath.py:61(isabs)
       14    0.000    0.000    0.003    0.000 ntpath.py:625(realpath)
      802    0.002    0.000    0.005    0.000 ntpath.py:77(join)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        1    0.000    0.000    0.011    0.011 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:144(ones)
        6    0.000    0.000    0.000    0.000 numeric.py:2446(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
        1    0.000    0.000    0.003    0.003 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:396(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
        1    0.000    0.000    0.006    0.006 numpy_support.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_support.py:308(UFuncLoopSpec)
        1    0.000    0.000    0.000    0.000 object_file.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_file.py:32(ObjectFileRef)
        1    0.000    0.000    0.000    0.000 object_file.py:6(SectionIteratorRef)
        1    0.000    0.000    0.001    0.001 object_mode_passes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:13(__init__)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:64(ObjectModeBackEnd)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:69(__init__)
        1    0.000    0.000    0.000    0.000 object_mode_passes.py:9(ObjectModeFrontEnd)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        5    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        2    0.000    0.000    0.000    0.000 options.py:1(<module>)
        1    0.000    0.000    0.000    0.000 options.py:7(TargetOptions)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        2    0.000    0.000    0.000    0.000 os.py:1082(__init__)
        2    0.000    0.000    0.000    0.000 os.py:1098(add_dll_directory)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
       82    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
        3    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:684(__delitem__)
       62    0.000    0.000    0.000    0.000 os.py:693(__iter__)
        2    0.000    0.000    0.000    0.000 os.py:726(<lambda>)
       90    0.000    0.000    0.000    0.000 os.py:734(check_str)
       87    0.000    0.000    0.000    0.000 os.py:740(encodekey)
        1    0.000    0.000    0.013    0.013 overrides.py:1(<module>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
      316    0.001    0.000    0.021    0.000 overrides.py:166(decorator)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
       23    0.000    0.000    0.001    0.000 overrides.py:206(decorator)
      286    0.001    0.000    0.003    0.000 overrides.py:72(verify_matching_signatures)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.000    0.000 packer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 packer.py:132(argument_types)
        1    0.000    0.000    0.000    0.000 packer.py:137(<genexpr>)
        1    0.000    0.000    0.000    0.000 packer.py:140(_flatten)
        1    0.000    0.000    0.000    0.000 packer.py:144(rec)
        1    0.000    0.000    0.000    0.000 packer.py:159(_Unflattener)
        1    0.000    0.000    0.000    0.000 packer.py:167(__init__)
        1    0.000    0.000    0.000    0.000 packer.py:170(_build_unflatten_code)
        1    0.000    0.000    0.000    0.000 packer.py:175(rec)
        1    0.000    0.000    0.000    0.000 packer.py:60(ArgPacker)
        1    0.000    0.000    0.000    0.000 packer.py:7(DataPacker)
        1    0.000    0.000    0.000    0.000 packer.py:73(__init__)
        1    0.000    0.000    0.003    0.003 parallel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parallel.py:176(ParallelUFuncBuilder)
        1    0.000    0.000    0.000    0.000 parallel.py:206(ParallelGUFuncBuilder)
        1    0.000    0.000    0.000    0.000 parallel.py:278(_nop)
        1    0.000    0.000    0.000    0.000 parallel.py:36(get_thread_count)
        1    0.000    0.000    0.000    0.000 parallel.py:535(gen_snt_check)
        1    0.000    0.000    0.000    0.000 parfor.py:118(internal_prange)
        1    0.000    0.000    0.000    0.000 parfor.py:1385(PreParforPass)
        1    0.000    0.000    0.000    0.000 parfor.py:1546(ParforPassStates)
        1    0.000    0.000    0.000    0.000 parfor.py:1574(ConvertInplaceBinop)
        1    0.000    0.000    0.000    0.000 parfor.py:1692(ConvertSetItemPass)
        1    0.000    0.000    0.000    0.000 parfor.py:1900(ConvertNumpyPass)
        1    0.000    0.000    0.000    0.000 parfor.py:2117(ConvertReducePass)
        1    0.000    0.000    0.000    0.000 parfor.py:2266(ConvertLoopPass)
        1    0.000    0.000    0.000    0.000 parfor.py:2759(ParforPass)
        1    0.000    0.000    0.000    0.000 parfor.py:4643(ReduceInfer)
        1    0.000    0.000    0.000    0.000 parfor.py:488(LoopNest)
        1    0.000    0.000    0.000    0.000 parfor.py:517(Parfor)
        1    0.000    0.000    0.011    0.011 parfor.py:6(<module>)
        1    0.000    0.000    0.000    0.000 parfor.py:664(ParforDiagnostics)
        1    0.000    0.000    0.000    0.000 parfor.py:668(__init__)
        1    0.000    0.000    0.000    0.000 parfor.py:700(has_setup)
        1    0.000    0.000    0.013    0.013 parfor_lowering.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parfor_lowering_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parfor_lowering_utils.py:11(ParforLoweringBuilder)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:143(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:180(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:210(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:315(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:342(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:353(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 parse.py:765(Quoter)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.010    0.010 parser.py:5(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:79(BytesParser)
        1    0.000    0.000    0.000    0.000 passes.py:1(<module>)
        3    0.000    0.000    0.000    0.000 passes.py:17(_inlining_threshold)
